"vCenterInstanceUUID","vCenterVersion","vCenterBuild","TotalNumberOfVMs","TotalNumberOfVMsWithTags","TotalNumberOfTags","TotalNumberOfTagCategories","TotalNumberOfTagAssocations""db6d83bc-f500-46b4-a76d-75779956e33f","6.7.0","8546293","18","10","28","9","71"

"db6d83bc-f500-46b4-a76d-75779956e33f","6.7.0","8546293","18","10","28","9","71"

